id,related_IS,title
164,IS 14652:1999,18 प्रतिशत निकल मैरेजिंग स्टील बार एवं रॉड
165,IS 1566:1982,कंक्रीट सुदृढीकरण हेतु हार्ड-ड्रॉन स्टील वायर फैब्रिक — विनिर्देश
166,IS 1170: 1992,फेरोक्रोमियम – विनिर्देश
167,IS 11946:1987,सॉफ्ट मैग्नेटिक आयरन स्ट्रिप्स
168,IS 11947:1987,"सॉफ्ट मैग्नेटिक आयरन रॉड, बार, फ्लैट एवं सेक्शन"
169,IS 963: 1958,विमान उपयोग हेतु क्रोम मोलिब्डेनम स्टील बार एवं रॉड
170,IS 4454 (भाग 4): 2001,यांत्रिक स्प्रिंग हेतु स्टील वायर – भाग 4: स्टेनलेस स्टील वायर
171.,IS 1993 : 2018,कोल्ड-रिड्यूस्ड इलेक्ट्रोलाइटिक टिन प्लेट
172.,IS 12591:2018,कोल्ड-रिड्यूस्ड इलेक्ट्रोलाइटिक क्रोमियम / क्रोमियम ऑक्साइड कोटेड स्टील
173.,IS 412:1975,सामान्य प्रयोजन हेतु विस्तारित स्टील शीट
174.,IS 2100: 1970,"बॉयलर हेतु स्टील बिलेट, बार एवं सेक्शन"
175.,IS 2589: 1975,अपहोल्स्ट्री स्प्रिंग हेतु हार्ड ड्रॉन स्टील वायर
176.,IS 3298: 1981,जहाज निर्माण हेतु माइल्ड स्टील रिवेट बार
177.,IS 4072: 1975,स्प्रिंग वॉशर हेतु स्टील
178.,IS 8510 (भाग II): 1977,आर्मेचर एवं रोटर बैंडिंग हेतु स्टील वायर – भाग II (मैग्नेटिक बैंडिंग वायर)
179.,IS 8510 (भाग III): 1977,आर्मेचर एवं रोटर बैंडिंग हेतु टिनयुक्त स्टील वायर – भाग III (नॉन-मैग्नेटिक)
180.,IS 8563: 1977,स्प्लिट पिन बनाने के लिए हाफ राउंड माइल्ड स्टील वायर
181.,IS 8564: 1977,सुईयों के लिए स्टील वायर
182.,IS 8565: 1977,हील्ड वायर
183.,IS 8566: 1977,रीड्स के लिए स्टील वायर
184.,IS 8917: 1978,गैल्वनाइजिंग पॉट्स के लिए प्लेट्स
185.,IS 9442: 1980,"कृषि डिस्क बनाने के लिए हॉट रोल्ड स्टील प्लेट्स, शीट्स और स्ट्रिप्स"
186.,IS 9485: 1980,पोरसलेन एनामलिंग के लिए कोल्ड-रिड्यूस्ड और हॉट-रोल्ड कार्बन स्टील शीट
187.,IS 10794: 1984,कोटर पिन के लिए माइल्ड स्टील वायर
188.,IS 12262:1988,स्प्रिंग वॉशर्स के लिए ट्रैपेज़ॉइडल स्टील वायर
189,IS 1470: 2013,सिलिकोमैंगनीज – विनिर्देश
190,IS 15911:2010,संरचनात्मक स्टील (सामान्य गुणवत्ता)
191,IS 1171: 2011,फेरोमैंगनीज – विनिर्देश
192,IS 4431: 1978,कार्बन और कार्बन-मैंगनीज फ्री-कटिंग स्टील
193,IS 4432: 1988,केस हार्डनिंग स्टील
194,IS 5518: 1996,ड्रॉप फोर्जिंग के लिए डाई ब्लॉक्स के लिए स्टील
195,IS 8748: 1978,फोर्ज्ड/रोल्ड CTC सेगमेंट्स
196,IS 12145: 1987,प्रेशर वेसल के लिए क्वेंच्ड और टेम्पर्ड एलॉय स्टील फोर्जिंग
197,IS 13387: 1992,मेटल फॉर्मिंग के लिए टूल स्टील फोर्जिंग
198,IS 14698:1999,"डिफेंस सेवाओं में उपयोग होने वाले शेल बॉडीज़ और प्रूफ़ शॉट बनाने के लिए कार्बन और लो एलॉय बिल्लेट्स, ब्लूम्स, स्लैब और बार्स"
